product_name,product_url,category,images_count,local_files
"Шокер Крайт 928 Viper",https://paralizator.com.ua/elektroshoker-krayt-928-viper,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/928viper/shoker-krajt-928-viper.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928viper/shoker-krajt-928-viper-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928viper/shoker-krajt-928-viper-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928viper/shoker-krajt-928-viper-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928viper/shoker-krajt-928-viper-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928viper/shoker-krajt-928-viper-6.jpg"
"Шокер Marlboro",https://paralizator.com.ua/elektroshoker-marlboro-red,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/marlboro/elektroshoker-marlboro-0.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/marlboro/elektroshoker-marlboro-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/marlboro/elektroshoker-marlboro-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/marlboro/elektroshoker-marlboro-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/marlboro/elektroshoker-marlboro-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/marlboro/elektroshoker-marlboro-6.jpg"
"Шокер брелок BMW 007",https://paralizator.com.ua/elektroshoker-osa-007-bmw-pink,"Женские электрошокеры",7,"data/images_original/image/catalog/fototovarov/zhenskie/007/shoker-007-bmw-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/007/shoker-007-bmw-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/007/shoker-007-bmw-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/007/shoker-007-bmw-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/007/shoker-007-bmw-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/007/shoker-007-bmw-6.jpg | data/images_original/image/catalog/fototovarov/zhenskie/007/shoker-007-bmw-7.jpg"
"Шокер ОСА 1001",https://paralizator.com.ua/elektroshoker-osa-1001,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/1001/shoker-osa-1001-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1001/shoker-osa-1001-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1001/shoker-osa-1001-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1001/shoker-osa-1001-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1001/shoker-osa-1001-5.jpg"
"Шокер дубинка ОСА 1109 Police",https://paralizator.com.ua/elektroshoker-osa-1109-police,"Дубинки электрошокеры",6,"data/images_original/image/catalog/fototovarov/dubinki/1109/shoker-dubinka-osa-1109-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/1109/shoker-dubinka-osa-1109-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/1109/shoker-dubinka-osa-1109-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/1109/shoker-dubinka-osa-1109-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/1109/shoker-dubinka-osa-1109-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/1109/shoker-dubinka-osa-1109-6.jpg"
"Электрошокер ОСА 1110",https://paralizator.com.ua/elektroshoker-osa-1110,"Дубинки электрошокеры",6,"data/images_original/image/catalog/fototovarov/dubinki/1110/elektroshoker-osa-1110-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/1110/elektroshoker-osa-1110-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/1110/elektroshoker-osa-1110-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/1110/elektroshoker-osa-1110-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/1110/elektroshoker-osa-1110-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/1110/elektroshoker-osa-1110-6.jpg"
"Шокер бита 1188 Police",https://paralizator.com.ua/elektroshoker-osa-1188-police,"Дубинки электрошокеры",6,"data/images_original/image/catalog/fototovarov/dubinki/1188/shoker-osa-1188-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/1188/shoker-osa-1188-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/1188/shoker-osa-1188-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/1188/shoker-osa-1188-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/1188/shoker-osa-1188-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/1188/shoker-osa-1188-6.jpg"
"Шокер помада ОСА 1202 (красный)",https://paralizator.com.ua/elektroshoker-osa-1202-lady-red,"Женские электрошокеры",6,"data/images_original/image/catalog/fototovarov/zhenskie/1202-red/shoker-pomada-1202-red-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-red/shoker-pomada-1202-red-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-red/shoker-pomada-1202-red-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-red/shoker-pomada-1202-red-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-red/shoker-pomada-1202-red-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-red/shoker-pomada-1202-red-6.jpg"
"Шокер помада ОСА 1202 (синий)",https://paralizator.com.ua/elektroshoker-osa-1202-lady,"Женские электрошокеры",6,"data/images_original/image/catalog/fototovarov/zhenskie/1202-blju/shoker-pomada-1202-blue-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blju/shoker-pomada-1202-blue-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blju/shoker-pomada-1202-blue-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blju/shoker-pomada-1202-blue-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blju/shoker-pomada-1202-blue-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1202-blju/shoker-pomada-1202-blue-6.jpg"
"Шокер ОСА 618",https://paralizator.com.ua/elektroshoker-osa-618,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/618/shoker-osa-618-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/618/shoker-osa-618-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/618/shoker-osa-618-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/618/shoker-osa-618-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/618/shoker-osa-618-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/618/shoker-osa-618-6.jpg"
"Шокер ОСА 704 PRO",https://paralizator.com.ua/elektroshoker-osa-704,"Классические электрошокеры",7,"data/images_original/image/catalog/fototovarov/klassicheskie/704pro/elektroshoker-osa-704-pro-0.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/704pro/shoker-704-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/704pro/shoker-704-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/704pro/shoker-704-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/704pro/shoker-704-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/704pro/elektroshoker-osa-704-pro-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/704pro/elektroshoker-osa-704-pro-7.jpg"
"Шокер ОСА 801 Mini",https://paralizator.com.ua/elektroshoker-osa-800-mini,"Классические электрошокеры",7,"data/images_original/image/catalog/fototovarov/klassicheskie/800mini/elektroshoker-osa-800-mini-0.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800mini/elektroshoker-osa-800-mini-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800mini/elektroshoker-osa-800-mini-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800mini/elektroshoker-osa-800-mini-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800mini/elektroshoker-osa-800-mini-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800mini/elektroshoker-osa-800-mini-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800mini/elektroshoker-osa-800-mini-7.jpg"
"Шокер ОСА 800",https://paralizator.com.ua/elektroshoker-osa-800,"Классические электрошокеры",7,"data/images_original/image/catalog/fototovarov/klassicheskie/800/elektroshoker-osa-800-0.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800/elektroshoker-osa-800-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800/elektroshoker-osa-800-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800/elektroshoker-osa-800-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800/elektroshoker-osa-800-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800/elektroshoker-osa-800-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/800/elektroshoker-osa-800-7.jpg"
"Шокер ОСА 105",https://paralizator.com.ua/elektroshoker-osa-805105-original,"Фонарики электрошокеры",1,data/images_original/image/catalog/fototovarov/fonariki/105/shoker-osa-105-type.jpg
"Электрошокер ОСА 806",https://paralizator.com.ua/elektroshoker-osa-806,"Дубинки электрошокеры",5,"data/images_original/image/catalog/fototovarov/dubinki/806/elektroshoker-osa-806-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/806/elektroshoker-osa-806-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/806/elektroshoker-osa-806-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/806/elektroshoker-osa-806-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/806/elektroshoker-osa-806-5.jpg"
"Электрошокер ОСА 809 Police",https://paralizator.com.ua/elektroshoker-osa-809,"Дубинки электрошокеры",6,"data/images_original/image/catalog/fototovarov/dubinki/809/elektroshoker-osa-809-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/809/elektroshoker-osa-809-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/809/elektroshoker-osa-809-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/809/elektroshoker-osa-809-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/809/elektroshoker-osa-809-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/809/elektroshoker-osa-809-6.jpg"
"Шокер ОСА 888",https://paralizator.com.ua/elektroshoker-osa-888,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/888/shoker-osa-888-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/888/shoker-osa-888-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/888/shoker-osa-888-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/888/shoker-osa-888-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/888/shoker-osa-888-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/888/shoker-osa-888-6.jpg"
"Электрошокер ОСА 912 JIDU",https://paralizator.com.ua/elektroshoker-osa-912-jidu,"Фонарики электрошокеры",4,"data/images_original/image/catalog/fototovarov/fonariki/912/shoker-912-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/912/shoker-912-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/912/shoker-912-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/912/shoker-912-4.jpg"
"Шокер ОСА 916 PRO",https://paralizator.com.ua/elektroshoker-osa-916-pro,"Классические электрошокеры",8,"data/images_original/image/catalog/fototovarov/klassicheskie/916/elektroshoker-osa-916-pro.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/916/elektroshoker-osa-916-pro-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/916/elektroshoker-osa-916-pro-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/916/elektroshoker-osa-916-pro-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/916/elektroshoker-osa-916-pro-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/916/elektroshoker-osa-916-pro-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/916/elektroshoker-osa-916-pro-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/916/elektroshoker-osa-916-pro-7.jpg"
"Шокер ОСА 928 Power",https://paralizator.com.ua/elektroshoker-osa-928-power,"Классические электрошокеры",7,"data/images_original/image/catalog/fototovarov/klassicheskie/928power/elektroshoker-osa-928-power-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928power/elektroshoker-osa-928-power-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928power/elektroshoker-osa-928-power-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928power/elektroshoker-osa-928-power-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928power/elektroshoker-osa-928-power-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928power/elektroshoker-osa-928-power-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928power/elektroshoker-osa-928-power-7.jpg"
"Шокер ОСА 928 PRO",https://paralizator.com.ua/elektroshoker-osa-928-pro,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/928pro/elektroshoker-osa-928-pro-0.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928pro/elektroshoker-osa-928-pro-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928pro/elektroshoker-osa-928-pro-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928pro/elektroshoker-osa-928-pro-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928pro/elektroshoker-osa-928-pro-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/928pro/elektroshoker-osa-928-pro-6.jpg"
"Шокер Фантом BL T10 Police",https://paralizator.com.ua/elektroshoker-phantom-zz-t10-police,"Фонарики электрошокеры",4,"data/images_original/image/catalog/fototovarov/fonariki/fantomt10/shoker-phantom-t10-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/fantomt10/shoker-phantom-t10-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/fantomt10/shoker-phantom-t10-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/fantomt10/shoker-phantom-t10-4.jpg"
"Шокер Piranha X3 Police",https://paralizator.com.ua/elektroshoker-piranha-x3-police,"Фонарики электрошокеры",7,"data/images_original/image/catalog/fototovarov/fonariki/x3-police/shoker-x3-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/x3-police/shoker-x3-police-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/x3-police/shoker-x3-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/x3-police/shoker-x3-police-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/x3-police/shoker-x3-police-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/x3-police/shoker-x3-police-6.jpg | data/images_original/image/catalog/fototovarov/fonariki/x3-police/shoker-x3-police-7.jpg"
"Шокер Scorpion 1102 Power Police Plus",https://paralizator.com.ua/elektroshoker-power-police-plus-germaniya,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/1102-ger/shoker-1102-power-police-plus-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1102-ger/shoker-1102-power-police-plus-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1102-ger/shoker-1102-power-police-plus-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1102-ger/shoker-1102-power-police-plus-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1102-ger/shoker-1102-power-police-plus-5.jpg"
"Шокер Scorpion BL 1102 Police",https://paralizator.com.ua/elektroshoker-scorpion-1102-original-s-chehlom,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/bl-1102/shoker-scorpion-bl-1102-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/bl-1102/shoker-scorpion-bl-1102-police-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/bl-1102/shoker-scorpion-bl-1102-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/bl-1102/shoker-scorpion-bl-1102-police-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/bl-1102/shoker-scorpion-bl-1102-police-5.jpg"
"Электрошокер Scorpion 1102 Turbo Police",https://paralizator.com.ua/elektroshoker-scorpion-1102-turbo-police-original,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/1102-turbo/scorpion-1102-turbo-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1102-turbo/scorpion-1102-turbo-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1102-turbo/scorpion-1102-turbo-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1102-turbo/scorpion-1102-turbo-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1102-turbo/scorpion-1102-turbo-5.jpg"
"Электрошокер Scorpion 1111 Police",https://paralizator.com.ua/elektroshoker-scorpion-1111-police,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/1111/shoker-scorpion-1111-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1111/shoker-scorpion-1111-police-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1111/shoker-scorpion-1111-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1111/shoker-scorpion-1111-police-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1111/shoker-scorpion-1111-police-5.jpg"
"Шокер Sherhan Police BL 1101",https://paralizator.com.ua/elektroshoker-sherhan-1101-20000-w-original,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/1101/shoker-sherhan-1101-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101/shoker-sherhan-1101-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101/shoker-sherhan-1101-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101/shoker-sherhan-1101-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101/shoker-sherhan-1101-police-5.jpg"
"Электрошокер 1101 Type Light Flashlight Plus Reinforced",https://paralizator.com.ua/elektroshoker-sherhan-1101-ultra-germaniya,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/1101-ultra/shoker-sherhan-1101-ultra-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101-ultra/shoker-sherhan-1101-ultra-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101-ultra/shoker-sherhan-1101-ultra-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101-ultra/shoker-sherhan-1101-ultra-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101-ultra/shoker-sherhan-1101-ultra-5.jpg"
"Шокер Шерхан 1101 PRO Police",https://paralizator.com.ua/elektroshoker-sherhan-1101,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/1101-pro/shoker-sherhan-1101-pro-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101-pro/shoker-sherhan-1101-pro-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101-pro/shoker-sherhan-1101-pro-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101-pro/shoker-sherhan-1101-pro-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1101-pro/shoker-sherhan-1101-pro-police-5.jpg"
"Шокер STORM",https://paralizator.com.ua/elektroshoker-storm-original-s-chehlom,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/storm/shoker-storm-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/storm/shoker-storm-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/storm/shoker-storm-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/storm/shoker-storm-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/storm/shoker-storm-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/storm/shoker-storm-6.jpg"
"Шокер Strike 1109 Police",https://paralizator.com.ua/elektroshoker-strike-1109-police-original-s-chehlom,"Фонарики электрошокеры",4,"data/images_original/image/catalog/fototovarov/fonariki/strajk-1109/shoker-strike-1109-police-0.jpg | data/images_original/image/catalog/fototovarov/fonariki/strajk-1109/shoker-strike-1109-police-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/strajk-1109/shoker-strike-1109-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/strajk-1109/shoker-strike-1109-police-4.jpg"
"Шокер смартфон K50",https://paralizator.com.ua/elektroshoker-telefon-k50,"Телефоны электрошокеры",6,"data/images_original/image/catalog/fototovarov/telefony/k50/shoker-k50-1.jpg | data/images_original/image/catalog/fototovarov/telefony/k50/shoker-k50-2.jpg | data/images_original/image/catalog/fototovarov/telefony/k50/shoker-k50-3.jpg | data/images_original/image/catalog/fototovarov/telefony/k50/shoker-k50-4.jpg | data/images_original/image/catalog/fototovarov/telefony/k50/shoker-k50-5.jpg | data/images_original/image/catalog/fototovarov/telefony/k50/shoker-k50-6.jpg"
"Электрошокер ZZ 8810 Police",https://paralizator.com.ua/elektroshoker-tiger-8810-police-original-s-chehlom,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/8810/shoker_8810_0.jpg | data/images_original/image/catalog/fototovarov/fonariki/8810/shoker_8810_2.jpg | data/images_original/image/catalog/fototovarov/fonariki/8810/shoker_8810_3.jpg | data/images_original/image/catalog/fototovarov/fonariki/8810/shoker_8810_4.jpg | data/images_original/image/catalog/fototovarov/fonariki/8810/shoker_8810_5.jpg | data/images_original/image/catalog/fototovarov/fonariki/8810/shoker_8810_6.jpg"
"Шокер Tiger 8810 Police (X-Men)",https://paralizator.com.ua/elektroshoker-tiger-8810-police-x-men,"Фонарики электрошокеры",4,"data/images_original/image/catalog/fototovarov/fonariki/8810-hmen/shoker-8810-xmen-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/8810-hmen/shoker-8810-xmen-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/8810-hmen/shoker-8810-xmen-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/8810-hmen/shoker-8810-xmen-4.jpg"
"Шокер Titan 1108 Police",https://paralizator.com.ua/elektroshoker-titan-1108-original,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/1108-blek/shoker-titan-1108-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-blek/shoker-titan-1108-police-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-blek/shoker-titan-1108-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-blek/shoker-titan-1108-police-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-blek/shoker-titan-1108-police-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-blek/shoker-titan-1108-police-6.jpg"
"Шокер Titan 1108 PRO Police",https://paralizator.com.ua/elektroshoker-titan-1108-pro-police-black,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/1108-pro/shoker-titan-1108-pro-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-pro/shoker-titan-1108-pro-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-pro/shoker-titan-1108-pro-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-pro/shoker-titan-1108-pro-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-pro/shoker-titan-1108-pro-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-pro/shoker-titan-1108-pro-6.jpg"
"Шокер Titan 1108 Ultra Police",https://paralizator.com.ua/elektroshoker-titan-1108-ultra-police-germany,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/1108-ultra/shoker-titan-1108-ultra-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-ultra/shoker-titan-1108-ultra-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-ultra/shoker-titan-1108-ultra-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-ultra/shoker-titan-1108-ultra-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-ultra/shoker-titan-1108-ultra-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/1108-ultra/shoker-titan-1108-ultra-6.jpg"
"Шокер телефон TW-109",https://paralizator.com.ua/elektroshoker-tw-109-extra,"Телефоны электрошокеры",6,"data/images_original/image/catalog/fototovarov/telefony/tw-109/shoker-tw-109-1.jpg | data/images_original/image/catalog/fototovarov/telefony/tw-109/shoker-tw-109-2.jpg | data/images_original/image/catalog/fototovarov/telefony/tw-109/shoker-tw-109-3.jpg | data/images_original/image/catalog/fototovarov/telefony/tw-109/shoker-tw-109-4.jpg | data/images_original/image/catalog/fototovarov/telefony/tw-109/shoker-tw-109-5.jpg | data/images_original/image/catalog/fototovarov/telefony/tw-109/shoker-tw-109-6.jpg"
"Шокер TW-1902 Type",https://paralizator.com.ua/elektroshoker-tw-1902,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/1902/elektroshoker-tw-1902-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1902/elektroshoker-tw-1902-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1902/elektroshoker-tw-1902-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1902/elektroshoker-tw-1902-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1902/elektroshoker-tw-1902-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/1902/elektroshoker-tw-1902-6.jpg"
"Шокер Eagle W2009",https://paralizator.com.ua/elektroshoker-w2009,"Классические электрошокеры",7,"data/images_original/image/catalog/fototovarov/klassicheskie/w2009/elektroshoker-eagle-w2009-0.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/w2009/elektroshoker-eagle-w2009-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/w2009/elektroshoker-eagle-w2009-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/w2009/elektroshoker-eagle-w2009-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/w2009/elektroshoker-eagle-w2009-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/w2009/elektroshoker-eagle-w2009-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/w2009/elektroshoker-eagle-w2009-7.jpg"
"Шокер X4 Police",https://paralizator.com.ua/elektroshoker-x4-police,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/h4-polis/shoker-x4-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/h4-polis/shoker-x4-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/h4-polis/shoker-x4-police-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/h4-polis/shoker-x4-police-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/h4-polis/shoker-x4-police-6.jpg"
"Шокер X6",https://paralizator.com.ua/elektroshoker-x6-original,"Классические электрошокеры",8,"data/images_original/image/catalog/fototovarov/klassicheskie/xxx/elektroshoker-xxx-0.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/xxx/elektroshoker-xxx-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/xxx/elektroshoker-xxx-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/xxx/elektroshoker-xxx-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/xxx/elektroshoker-xxx-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/xxx/elektroshoker-xxx-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/xxx/elektroshoker-xxx-7.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/xxx/elektroshoker-xxx-8.jpg"
